,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12,Roy Woods,Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X,75,0.709,0.362,11,-9.814,1,0.055,0.157,0.0,0.109,0.113,122.043,251860,4
13,Mac Miller,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,74,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080,4
14,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,82,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
15,BØRNS,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,74,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
16,Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,80,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4
17,Justin Bieber,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,82,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
18,Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,78,0.394,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.044,228360,4
19,Twenty One Pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,80,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
20,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,79,0.705,0.769,9,-5.526,0,0.0426,0.112,0.0,0.105,0.59,107.939,213520,4
21,Alessia Cara,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,72,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227,4
22,Mark Ronson,Uptown Funk,32OlwWuMpZ6b0aN2RZOeMS,80,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
23,$uicideBoy$,Kill Yourself (Part III),5XAPpyIoYF3QXP34Hv8Pvx,76,0.753,0.679,5,-7.092,0,0.0349,0.324,4.21e-05,0.423,0.19,105.977,145078,4
24,Travis Scott,Antidote,1wHZx0LgzFHyeIZkUydNXq,75,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4
25,Big Sean,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,74,0.824,0.733,1,-5.475,1,0.0613,0.0355,0.0,0.324,0.393,97.971,284387,4
26,X Ambassadors,Unsteady,7lGKEWMXVWWTt3X71Bv44I,76,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4
27,Fetty Wap,Trap Queen,2d8JP84HNLKhmd6IYOoupQ,72,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4
28,Rae Sremmurd,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,74,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072,206307,4
29,Maroon 5,Sugar,2iuZJX9X9P0GKaE93xcPjk,79,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
30,Rihanna,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,78,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4
31,The Weeknd,Often,4PhsKqMdgMEUSstTDAmMpg,76,0.569,0.629,7,-9.837,0,0.0485,0.218,0.0,0.135,0.0726,134.035,249040,4
32,Fetty Wap,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,74,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,196693,4
33,Drake,Jumpman,27GmP9AWRs744SzKcpJsTZ,74,0.852,0.553,1,-7.286,1,0.187,0.0563,0.0,0.332,0.656,142.072,205879,4
34,A$AP Rocky,L$D,4S7YHmlWwfwArgd8LfSPud,74,0.598,0.252,2,-15.086,1,0.0647,0.193,0.138,0.0992,0.0352,120.06,238307,4
35,Mike Stud,These Days,5tsI3xxDHDgzHhn30LTQNz,72,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,268566,4
36,Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4
37,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,78,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,225053,3
38,Travis Scott,90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,72,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404,339067,4
39,Kodak Black,No Flockin',34oWbFBfGEElvgO0a5c9V4,70,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,165291,4
40,$uicideBoy$,Paris,4irYeuAi87yyGHcI4h9s0x,73,0.849,0.648,7,-6.188,1,0.0832,0.0725,0.00592,0.0984,0.196,106.075,111020,4
41,Olivia O'Brien,Complicated,0jllH0usRFD4LJkJnGK9Lf,76,0.657,0.355,7,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,74.99,189000,4
42,G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,76,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996,251467,4
43,Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,72,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854,4
44,Cody Jinks,Loud and Heavy,0SF38KDlXNLJAxbYyOMnCy,69,0.502,0.685,0,-5.847,0,0.0283,0.000531,1.61e-06,0.0923,0.574,81.978,229928,4
45,Demi Lovato,Stone Cold,56twMOlq9DJc3EgpVUVIrW,76,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,191308,3
46,Billy Currington,Do I Make You Wanna,3I7krC8kr0gFR7P6vInR1I,69,0.553,0.747,9,-5.432,1,0.0279,0.106,0.0,0.154,0.521,90.012,234307,4
47,Bryson Tiller,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,71,0.538,0.449,1,-8.078,1,0.0463,0.344,0.0,0.157,0.27,132.639,249320,4
48,Major Lazer,Lean On,1Lim1Py7xBgbAkAys3AGAG,72,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
49,Ocean Waves For Sleep,Rolling Ocean Waves,11Rm75lU5EmETsTR22C0gT,70,0.127,0.941,1,-16.083,0,0.0509,0.813,0.988,0.178,1e-05,82.144,96872,3
50,Jeremih,Planez,08zJpaUQVi9FrKv2e32Bah,71,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320,4
51,Shawn Mendes,Stitches,5jsw9uXEGuKyJzs0boZ1bT,73,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,206880,4
52,Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1,75,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4
53,Jeremih,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,72,0.697,0.4,5,-5.888,0,0.0511,0.106,0.0,0.102,0.443,179.007,245520,4
54,Kendrick Lamar,Alright,3iVcZ5G6tvkXZkZKlMpIUs,71,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,219333,4
55,The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,75,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
56,Cavetown,This Is Home,2TI2fw9FWPeah6N4k1b4NU,72,0.81,0.266,7,-12.478,1,0.0407,0.56,1.05e-06,0.0962,0.212,130.041,226073,4
57,Sia,Chandelier,2s1sdSqGcKxpPr5lCl7jAV,69,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
58,Sam Smith,Lay Me Down,64GRDrL1efgXclrhVCeuA0,75,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,219536,4
59,Tame Impala,Let It Happen,2X485T9Z5Ly0xyaghN73ed,74,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,4
60,Demi Lovato,Confident,0Mn3amMRMoabaoTf1Publ4,74,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,4
61,Chris Young,I'm Comin' Over,0H04yVa3DJxoXbLBpAb7iV,68,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.997,197280,4
62,Leon Bridges,River,0NeJjNlprGfZpeX2LQuN6c,73,0.658,0.179,8,-10.866,1,0.0448,0.689,0.0,0.17,0.191,128.128,238560,4
63,Ruth B.,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,75,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,275280,4
64,The Weeknd,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,70,0.647,0.291,2,-8.275,0,0.0363,0.408,0.0,0.0771,0.4,119.839,277680,3
65,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,72,0.372,0.477,7,-9.838,0,0.0497,0.484,0.0,0.0844,0.254,101.097,348853,4
66,Halsey,Gasoline,2IO7yf562c1zLzpanal1DT,72,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,199593,4
67,Rae Sremmurd,No Type,4scpF6J5uMBvoh6sFB7EL1,73,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,4
68,$uicideBoy$,Runnin' Thru The 7th With My Woadies,70nmZhHZLNVYWP4NON41Zw,71,0.526,0.62,8,-7.244,0,0.281,0.067,0.000241,0.139,0.187,112.027,205766,4
69,Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,77,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
70,Lil Dicky,Molly (feat. Brendon Urie of Panic at the Disco),0NBiC3zLXoBQXBjsbnbwJq,69,0.831,0.514,7,-6.695,1,0.0368,0.203,0.000156,0.115,0.397,114.94,244340,4
71,George Ezra,Budapest,7q0aQpiLv5tIsupcgQ3Ny4,66,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.81,200733,4
72,Tim McGraw,Humble And Kind,4Pn0JlCUusD2QHjADuOzuV,68,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3
73,Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,74,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,4
74,Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,71,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,225973,4
75,Drake,Jungle,7JXZq0JgG2zTrSOAgY8VMC,70,0.69,0.235,7,-8.651,1,0.0541,0.618,0.000144,0.107,0.378,99.906,320400,4
76,Kendrick Lamar,King Kunta,0N3W5peJUQtI4eyR6GJT5O,73,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,234693,4
77,NF,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,73,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,270453,4
78,Meek Mill,R.I.C.O. (feat. Drake),0Y0TOsE1q11qgbi7c5WZsG,70,0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,197133,3
79,Andra Day,Rise Up,0tV8pOpiNsKqUys0ilUcXz,74,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,253342,4
80,KYLE,Don't Wanna Fall In Love,41Wez07tvAmZMrYHi2K86j,70,0.487,0.617,0,-6.9,1,0.275,0.0151,0.0,0.356,0.604,132.088,232368,4
81,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,67,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4
82,Jeremih,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,71,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,266840,4
83,Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,72,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493,4
84,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,72,0.689,0.521,0,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95.055,229747,4
85,X Ambassadors,Renegades,0fYVliAYKHuPmECRs1pbRf,73,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4
86,Houndmouth,Sedona,2kG5litgxXvx6ZRgwO1v7W,65,0.396,0.677,3,-7.513,1,0.0354,0.0372,0.000137,0.112,0.249,135.177,239880,4
87,Vince Staples,Norf Norf,4uQ7wYsuL0DryknoDc11Hk,68,0.925,0.548,7,-6.572,1,0.0658,0.394,0.000128,0.11,0.0922,100.015,183160,4
88,Beach House,Space Song,0hNhlwnzMLzZSlKGDCuHOo,66,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,320467,4
89,Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,75,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
90,Fall Out Boy,Immortals,3Te8uLyit6X3ncNW8Fp3K2,72,0.615,0.868,2,-3.606,1,0.07,0.00131,1.54e-06,0.671,0.475,108.017,189387,4
91,Steve Lacy,C U Girl,6FBzhcfgGacfXF3AmtfEaX,68,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,129698,4
92,Daniel Caesar,Streetcar,7Cu2COdH93MnuireuKNiS3,69,0.41,0.298,3,-11.796,1,0.0473,0.721,0.0,0.158,0.142,109.651,246972,3
93,Chris Stapleton,Parachute,5jROdl6MhcmP3O7h2sVgtw,68,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,4
94,Drake,Energy,79XrkTOfV1AqySNjVlygpW,70,0.748,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.105,181933,4
95,Amber Run,I Found,5zT5cMnMKoyruPj13TQXGx,72,0.389,0.302,7,-12.485,0,0.0438,0.862,0.00567,0.104,0.234,124.956,273000,4
96,Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,74,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4
97,Joel Adams,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,75,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,4
98,Eric Church,Record Year,5fSPbm5lcwtqwXkeQQswW8,66,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,4
99,Petit Biscuit,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,75,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,237793,4
100,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,75,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4
101,Disturbed,The Sound of Silence,1Cj2vqUwlJVG27gJrun92y,73,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,248467,4
102,Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,75,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719,4
103,Leslie Odom Jr.,Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,69,0.609,0.435,11,-7.862,0,0.284,0.524,0.0,0.118,0.563,131.998,236738,4
104,Donnie Trumpet & The Social Experiment,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,67,0.511,0.596,0,-6.56,1,0.224,0.53,0.0,0.0798,0.554,158.063,226014,4
105,Fetty Wap,Again,3ESSGgWzRf1xvP7G5hHMhB,67,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,312240,4
106,Alan Walker,Faded,7gHs73wELdeycvS48JfIos,76,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,212627,4
107,The Revivalists,Wish I Knew You,2EWpa5XnAuSn0sIkSSIhYk,68,0.649,0.718,0,-6.593,0,0.0261,0.143,0.0713,0.124,0.718,101.034,274093,4
108,Galantis,Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,73,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4
109,Wes Walker,Jordan Belfort,6qMXubogFdMrvVMJwqATzd,66,0.86,0.719,11,-4.325,0,0.33,0.125,0.0,0.0799,0.496,160.049,207912,4
110,Ruth B.,Superficial Love,5hwh37sTi84MVhCBMWzhGE,71,0.477,0.242,8,-9.162,1,0.0529,0.928,0.0,0.0818,0.488,43.509,207973,4
111,G-Eazy,Some Kind Of Drug,1Bqxj0aH5KewYHKUg1IdrF,68,0.586,0.525,0,-8.968,1,0.498,0.0705,0.0,0.0729,0.491,126.51,222467,4
112,The Chainsmokers,Roses,3vv9phIu6Y1vX3jcqaGz5Z,71,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4
113,A$AP Rocky,Everyday,2N3U8uTYhjX2KwGT0pf5x0,72,0.394,0.661,4,-8.684,1,0.193,0.0101,0.0,0.343,0.335,149.822,260987,4
114,Lil Uzi Vert,7AM,4v1P7JCjehbg5TmLQo2mFy,66,0.638,0.526,7,-8.401,1,0.131,0.275,0.0,0.462,0.301,139.054,219712,4
115,Big Sean,I Know,6rje9f1wRFJDO2iTORw0lH,67,0.744,0.334,1,-11.314,1,0.0757,0.327,0.0,0.116,0.27,119.976,319973,4
116,Future,March Madness,6hVGw7yVUd2bpdHMPCWrtN,66,0.406,0.661,8,-5.142,1,0.311,0.173,0.0,0.101,0.335,180.206,244613,3
117,Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,73,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4
118,Five Finger Death Punch,Jekyll and Hyde,7qjbpdk0IYijcSuSYWlXO6,65,0.543,0.965,6,-4.038,1,0.0963,0.000613,9.97e-06,0.0883,0.715,155.019,206895,4
119,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,023OVLNzXhX0j7CxswUt6D,64,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4
120,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,68,0.858,0.697,2,-5.361,1,0.23,0.114,0.0,0.224,0.364,98.012,290836,4
121,Imagine Dragons,Warriors,1lgN0A2Vki2FTON5PYq42m,67,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,170067,4
122,Lil Uzi Vert,Top,55Q46o5adtSobImSKrrlqW,66,0.776,0.762,0,-4.356,1,0.216,0.193,0.0,0.18,0.678,120.039,236000,4
123,Zac Brown Band,Homegrown,1qwnPVOIJjAFfCc40Etb1D,66,0.712,0.801,6,-3.742,1,0.029,0.0249,0.000125,0.134,0.956,105.007,205000,4
124,The Weeknd,In The Night,25KybV9BOUlvcnv7nN3Pyo,71,0.505,0.68,7,-4.99,1,0.0713,0.0796,0.0,0.0465,0.539,168.021,235653,3
125,Melanie Martinez,Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,70,0.568,0.692,8,-4.513,1,0.0589,0.0161,0.0,0.148,0.577,92.023,201520,4
126,Little Mix,Black Magic,5y6pj7OeBFF0CVgZKhRbOG,75,0.777,0.895,4,-4.464,1,0.0618,0.0348,0.0,0.317,0.826,111.987,211773,4
127,Lin-Manuel Miranda,My Shot,4cxvludVmQxryrnx1m9FqL,68,0.829,0.649,8,-6.764,1,0.317,0.15,0.0,0.0904,0.569,90.936,333154,4
128,Drake,Back To Back,5lFDtgWsjRJu8fPOAyJIAK,68,0.893,0.48,1,-3.728,0,0.356,0.00854,0.0,0.116,0.382,86.976,170638,4
129,Troye Sivan,YOUTH,1cOyWWUr3oXJIxY0AjJEx9,65,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,185194,4
130,Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,68,0.712,0.563,1,-7.573,1,0.071,0.0269,0.0,0.0776,0.299,100.093,241853,4
131,Old Dominion,Break Up with Him,5ZManJDV3CexO66nRCkdiV,65,0.615,0.632,3,-5.382,1,0.0374,0.0685,0.0,0.108,0.56,152.035,207733,4
132,$uicideBoy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell,09kvhnq2ONdNo4NRtHBSvv,68,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000591,0.115,0.0659,125.974,167680,4
133,Fall Out Boy,Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,68,0.622,0.961,4,-2.616,0,0.0669,0.102,0.00016,0.264,0.687,149.962,211573,4
134,Tame Impala,"New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D,69,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,4
135,$uicideBoy$,$outh $ide $uicide,4VsMart0lkjUtyQnmxloK6,68,0.797,0.516,1,-6.286,1,0.0831,0.00538,0.431,0.0728,0.0477,109.997,169320,4
136,Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),6Yqmv7XJLCrQEauMbPGZSw,67,0.648,0.631,4,-5.662,0,0.103,0.377,0.0,0.12,0.142,105.989,349933,4
137,Cavetown,Devil Town,5BJVxZaNRrqjHwYpGcH3Yq,68,0.577,0.758,3,-8.166,1,0.0586,0.122,0.0,0.121,0.493,99.969,179955,4
138,Renée Elise Goldsberry,Satisfied,3dP0pLbg9OfVwssDjp9aT0,67,0.706,0.593,5,-8.581,0,0.0902,0.287,0.0,0.15,0.481,123.774,329228,4
139,Melanie Martinez,Dollhouse,6wNeKPXF0RDKyvfKfri5hf,69,0.725,0.708,5,-5.331,0,0.0756,0.22,0.0,0.777,0.555,130.029,231853,4
140,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm,67,0.489,0.718,6,-5.989,1,0.11,0.0122,0.0,0.0546,0.0568,207.986,126960,4
141,Wale,The Need to Know (feat. SZA),6KacmqPPQ3LNoiGFuqGChs,65,0.537,0.411,7,-14.059,1,0.502,0.487,9.21e-06,0.3,0.207,94.292,216832,4
142,Drake,Know Yourself,5InOp6q2vvx0fShv3bzFLZ,68,0.733,0.412,11,-8.687,0,0.225,0.196,0.0,0.342,0.179,114.413,275840,4
143,Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,73,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95,207747,4
144,Chris Stapleton,Fire Away,5j4hSQH0KaAc8f6cimnXIT,65,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,244333,3
145,Carrie Underwood,Church Bells,67citk3uzWs5qbaIVKTeg8,65,0.575,0.844,3,-1.772,0,0.0633,0.226,0.0,0.0538,0.542,87.007,193333,4
146,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,77,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4
147,Alessia Cara,Here,1wYZZtamWTQAoj8B812uKQ,65,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,199453,4
148,blackbear,Weak When Ur Around,3UWkbO4emEOu9YUeOGq3vU,68,0.769,0.323,3,-12.887,0,0.0524,0.678,0.0,0.116,0.574,94.977,169500,4
149,Colter Wall,Sleeping on the Blacktop,3Ozx6IrGdoQyAworJzvBDE,65,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,192480,4
150,Future,Where Ya At (feat. Drake),5nN8BwAQDJDguq7Dpd3JQQ,66,0.813,0.453,1,-6.941,1,0.338,0.0933,0.0,0.14,0.191,161.997,208027,4
151,Shinedown,Cut the Cord,4LFBVDJV0xpayUvquQVzhS,66,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,224597,4
152,Future,F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,67,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,237400,4
